Date,Open,High,Low,Close,Volume,"EMA(5,Modern)","EMA(10,Modern)","EMA(20,Modern)","EMA(50,Modern)","EMA(100,Modern)","KST(10,10|15,10|20,10|30,15)",SMA(10),RSI(14),"MACD(12,26)","EMA(9,Modern)",Histogram
10/2/14,97.19,97.51,95.97,97.21,54501347,97.91158014,98.3909614,98.68373309,97.81490517,95.60511591,6.158658156,16.43902047,41.19508648,-0.126998784,0.219967802,-0.346966585
10/3/14,97.76,98.57,97.44,98.17,41627772,97.9977201,98.3507866,98.63480613,97.82883045,95.65590569,3.297895927,14.22162486,47.51627596,-0.144319039,0.147110434,-0.291429472
10/6/14,98.47,98.72,97.6587,97.96,36038687,97.98514673,98.27973449,98.57053888,97.83397436,95.70153132,1.30999262,12.04446954,46.34273145,-0.172996515,0.083089044,-0.256085559
10/7/14,97.485,97.7799,96.56,96.57,45153968,97.51343115,97.96887368,98.38001136,97.78440674,95.71872872,-1.692066349,9.776662815,39.40539111,-0.304376343,0.005595967,-0.30997231
10/8/14,96.66,98.76,96.06,98.45,64931636,97.82562077,98.05635119,98.38667695,97.81050843,95.7728133,-4.359958349,7.362256471,50.2524255,-0.253869071,-0.046297041,-0.20757203
10/9/14,98.33,98.57,96.71,96.86,62497086,97.50374718,97.83883279,98.24127914,97.77323359,95.79434175,-7.315361227,4.926387044,43.20772702,-0.338242358,-0.104686104,-0.233556254
10/10/14,96.29,96.83,94.42,94.44,77579425,96.48249812,97.22086319,97.87925256,97.64251855,95.7675231,-12.86354081,2.100490251,35.13457681,-0.593540605,-0.202457004,-0.3910836
10/13/14,94.29,94.99,92.88,92.96,80835922,95.30833208,96.44616079,97.41075232,97.45889037,95.71192858,-18.73955947,-1.18276363,31.28471731,-0.904859281,-0.34293746,-0.561921821
10/14/14,93.6,94.1699,92.71,92.97,71814456,94.52888805,95.81413156,96.98782352,97.28285545,95.65763297,-24.7236897,-4.929600749,31.33946179,-1.137660417,-0.501882051,-0.635778366
10/15/14,91.55,92.76,90.24,92.37,108847755,93.8092587,95.18792582,96.54803081,97.09019446,95.59253133,-30.52801466,-8.945564387,29.80514795,-1.354952927,-0.672496226,-0.682456701
10/16/14,90.43,92.58,90.39,91.79,93165782,93.13617247,94.57012113,96.09488502,96.88234369,95.51723368,-35.72413379,-13.13384358,28.35975298,-1.556023093,-0.8492016,-0.706821494
10/17/14,92.99,93.89,92.46,93,69546720,93.09078165,94.28464456,95.80013406,96.73009492,95.46738746,-40.90280855,-17.55391403,35.3982744,-1.599300026,-0.999221285,-0.600078741
10/20/14,92.96,94.47,92.8,94.39,41479253,93.52385443,94.30380009,95.66583558,96.63832649,95.44605306,-44.54144304,-22.1390576,42.39936569,-1.504097623,-1.100196553,-0.40390107
10/21/14,95.54,96.87,95.32,96.87,53609758,94.63923629,94.77038189,95.78051791,96.64741173,95.47425003,-44.69319269,-26.43917023,52.32643049,-1.214533374,-1.123063917,-0.091469457
10/22/14,97.16,97.3,96.305,96.37,39178048,95.21615752,95.06122155,95.83665906,96.63653284,95.49198765,-45.86146444,-30.58932084,50.4390331,-1.013712,-1.101193533,0.087481533
10/23/14,97.32,98.36,97.17,97.82,48123778,96.08410502,95.56281763,96.02554867,96.68294331,95.53808691,-44.07723488,-34.2655082,55.45675694,-0.729151528,-1.026785132,0.297633604
10/24/14,97.965,98.69,97.64,98.62,43161724,96.92940334,96.11866897,96.27263927,96.75890632,95.59911489,-40.55775589,-37.03492971,57.98422695,-0.434078207,-0.908243747,0.474165541
10/27/14,98.4,98.87,98.02,98.69,29545673,97.5162689,96.5861837,96.5028641,96.83463549,95.66032053,-35.94116243,-38.75509001,58.20768364,-0.192364599,-0.765067918,0.572703319
10/28/14,99.1,100.2,99.08,100.18,34495077,98.40417926,97.23960485,96.85306752,96.96582625,95.74981914,-29.32152857,-39.21487389,62.74909403,0.118064747,-0.588441385,0.706506132
10/29/14,99.84,100.12,99.1,99.81,40552803,98.87278618,97.70694942,97.13468014,97.07736248,95.83021876,-22.92854833,-38.45492726,60.97710414,0.330417485,-0.404669611,0.735087096
10/30/14,99.37,100.26,99.14,100.02,35935794,99.25519078,98.12750407,97.40947251,97.19276003,95.91318472,-15.55367885,-36.43788177,61.6392342,0.509777409,-0.221780207,0.731557616
10/31/14,101.67,101.75,101.07,101.4,54254141,99.97012719,98.72250333,97.78952275,97.35774983,96.02183453,-6.686162711,-33.01621718,65.7517423,0.754577606,-0.026508644,0.781086251
11/3/14,101.53,101.9701,101.43,101.7,33480951,100.5467515,99.26386636,98.16194915,97.52803415,96.13427345,2.289651036,-28.33310777,66.59027358,0.961705082,0.171134101,0.790570981
11/4/14,101.36,101.6244,100.67,101.36,22773298,100.8178343,99.64498157,98.46652542,97.67830732,96.23775318,9.572302784,-22.90655823,64.6581003,1.085902334,0.354087748,0.731814586
11/5/14,102.01,102.03,101.015,101.37,25818604,101.0018895,99.95862128,98.74304681,97.82307958,96.33938183,16.67094219,-16.65331756,64.69055159,1.171630638,0.517596326,0.654034313
11/6/14,101.32,101.72,100.921,101.69,24671900,101.2312597,100.2734174,99.02370902,97.97472352,96.44533467,23.58726386,-9.88686769,65.77357606,1.250971838,0.664271428,0.58670041
11/7/14,101.87,101.91,101.07,101.6,20931734,101.3541731,100.5146142,99.26907006,98.11689122,96.54740725,30.12830655,-2.818261446,65.16815161,1.291698171,0.789756777,0.501941394
11/10/14,101.65,102.09,101.38,101.96,20360007,101.5561154,100.7774117,99.52534911,98.26760137,96.6545873,36.60137301,4.435992098,66.49659227,1.337604008,0.899326223,0.438277785
11/11/14,101.98,102.28,101.7,102.28,15454012,101.7974103,101.0506095,99.78769681,98.42495034,96.76598162,40.56840908,11.42498586,67.67667859,1.383853834,0.996231745,0.387622089
11/12/14,101.87,102.57,101.87,102.46,22050317,102.0182735,101.3068623,100.0422019,98.58318758,96.87873446,45.9168626,18.30952696,68.35195091,1.418678013,1.080720999,0.337957015
11/13/14,102.65,103.28,102.42,102.9,28027776,102.3121823,101.5965237,100.3143731,98.75247434,96.99796744,50.5978737,24.92468221,70.00172366,1.464894359,1.157555671,0.307338688
11/14/14,102.87,103.22,102.53,103.22,19251346,102.6147882,101.8917012,100.5910995,98.92767143,97.121176,53.24507011,30.91780549,71.17845266,1.509936859,1.228031909,0.281904951
11/17/14,102.98,103.21,102.42,102.91,23361634,102.7131922,102.0768465,100.8119472,99.08384117,97.23580618,54.42844849,36.13168524,68.38007622,1.503289965,1.28308352,0.220206445
11/18/14,103,103.82,102.991,103.68,26336812,103.0354614,102.3683289,101.0850951,99.2640827,97.36341398,55.45733752,40.72018871,71.38895711,1.542375276,1.334941871,0.207433405
11/19/14,103.57,103.57,102.73,103.21,23760243,103.093641,102.52136,101.287467,99.41882455,97.47918796,56.30642702,44.68373719,67.18636593,1.517927867,1.37153907,0.146388797
11/20/14,102.77,103.76,102.69,103.67,22874018,103.2857606,102.7302037,101.5143749,99.58553731,97.6017783,56.92041688,48.0170525,69.10344831,1.518170748,1.400865406,0.117305342
11/21/14,104.59,104.69,103.54,103.87,34049128,103.4805071,102.9374394,101.7387201,99.75355546,97.7259015,57.08593954,50.7128158,69.92613144,1.517014364,1.424095197,0.092919166
11/24/14,104.15,104.73,104.06,104.68,17928289,103.8803381,103.2542686,102.018842,99.94674936,97.86360642,57.56837741,52.80951623,73.05534312,1.563435836,1.451963325,0.111472511
11/25/14,104.84,105.15,104.57,104.84,17525991,104.2002254,103.5425834,102.2875237,100.1386415,98.00175283,58.27822704,54.58049803,73.63882853,1.594752536,1.480521167,0.114231369
11/26/14,104.94,105.58,104.834,105.52,18973804,104.6401502,103.9021137,102.5953786,100.3496752,98.15062901,59.69317501,55.95812927,76.01596046,1.655359608,1.515488855,0.139870753
11/28/14,105.795,106.245,105.73,106.01,17360420,105.0967668,104.2853657,102.9205806,100.5716487,98.30626012,60.73747247,56.97208915,77.5845452,1.723067604,1.557004605,0.166062999
12/1/14,105.72,105.9199,104.42,104.81,35969494,105.0011779,104.3807538,103.1005253,100.7378586,98.43504705,60.74823508,57.72240565,66.17094086,1.660752585,1.577754201,0.082998384
12/2/14,104.92,105.4168,104.7,105.23,26031291,105.0774519,104.5351622,103.3033325,100.914021,98.56960057,61.14203178,58.39376398,67.94820772,1.626508594,1.58750508,0.039003515
12/3/14,105.39,105.565,104.7626,105.42,32974322,105.1916346,104.6960418,103.5049198,101.0907261,98.70525204,61.50047683,58.99807791,68.74809396,1.596300242,1.589264112,0.00703613
12/4/14,105.32,105.78,104.93,105.37,31008791,105.2510897,104.8185796,103.6825465,101.2585407,98.83722725,61.51968705,59.51940391,68.26528325,1.55045267,1.581501824,-0.031049154
12/5/14,105.54,105.7,105.145,105.38,25622236,105.2940598,104.9206561,103.8442088,101.4201666,98.96678711,61.03662874,59.9310251,68.31321344,1.497660952,1.564733649,-0.067072698
12/8/14,105.11,105.57,104.075,104.63,32685756,105.0727066,104.8678095,103.919046,101.5460424,99.07892994,60.22336409,60.24476755,60.88581761,1.379403498,1.527667619,-0.148264121
12/9/14,103.41,105.04,103.0401,104.96,46035139,105.0351377,104.8845714,104.0181845,101.6799231,99.19538677,59.2042611,60.40835592,62.80221804,1.297356735,1.481605442,-0.184248707
12/10/14,104.77,105.03,103.12,103.31,39330116,104.4600918,104.5982857,103.9507384,101.7438477,99.27686426,55.8264443,60.16317765,49.69240004,1.086666459,1.402617646,-0.315951186
12/11/14,103.61,105.04,103.59,103.8,47576022,104.2400612,104.4531429,103.9363823,101.8244811,99.3664313,53.11313125,59.50517327,52.84076623,0.948300386,1.311754194,-0.363453808
12/12/14,102.81,103.99,102.66,102.67,46889391,103.7167075,104.1289351,103.8157745,101.8576387,99.43184851,48.42122889,58.27354891,45.73278408,0.738944627,1.19719228,-0.458247654
12/15/14,103.2,103.58,101.315,101.61,52968448,103.0144716,103.6709469,103.6057007,101.8479274,99.47498022,42.81053048,56.47977845,40.26161076,0.481940033,1.054141831,-0.572201798
12/16/14,100.97,102.47,99.96,99.98,65348626,102.0029811,102.9998656,103.2603959,101.7746753,99.48498061,34.83831931,53.8494072,33.60410453,0.145062473,0.872325959,-0.727263486
12/17/14,100.05,102.09,99.92,101.8,79715318,101.9353207,102.7817082,103.1213106,101.7756684,99.53082258,28.09861234,50.50922076,44.61623564,0.024659115,0.70279259,-0.678133476
12/18/14,103.26,104.26,102.98,104.25,49840942,102.7068805,103.0486704,103.2288048,101.8727011,99.62427164,23.0541073,46.66266278,55.35157274,0.125486579,0.587331388,-0.461844809
12/19/14,103.97,104.74,103.71,104.32,51419912,103.244587,103.2798212,103.3327281,101.9686736,99.71725636,17.6457163,42.32357154,55.61628466,0.208636455,0.511592402,-0.302955946
12/22/14,104.15,104.61,104.0999,104.58,33869167,103.6897247,103.5162174,103.4515159,102.0710785,99.81354831,13.95682865,37.69691799,56.64447099,0.292145486,0.467703019,-0.175557532
12/23/14,104.96,104.97,104.09,104.21,30156929,103.8631498,103.6423597,103.5237525,102.1549578,99.90060676,9.774956677,32.75398755,54.70238916,0.324727827,0.43910798,-0.114380153
12/24/14,104.34,104.7,104.2699,104.3,14291333,104.0087665,103.7619306,103.5976809,102.2390771,99.98772346,7.591967443,27.93053986,55.10559581,0.353734188,0.422033222,-0.068299034
12/26/14,104.6,105.26,104.57,105.04,13924332,104.352511,103.9943069,103.7350446,102.3489172,100.0877685,5.34972851,23.15419959,58.38556861,0.431460149,0.423918607,0.007541542
12/29/14,104.94,105.25,104.875,105.02,17073772,104.5750073,104.1807965,103.8574213,102.4536656,100.1854365,4.293643103,18.74144101,58.26167641,0.485844191,0.436303724,0.049540467
12/30/14,104.72,104.96,104.175,104.32,18603989,104.4900049,104.2061063,103.9014764,102.5268551,100.267309,4.228334902,14.88322145,53.94690573,0.467075629,0.442458105,0.024617524
12/31/14,104.5,104.91,103.1,103.25,24367121,104.0766699,104.0322688,103.839431,102.5552138,100.3263722,4.310019356,11.83039146,48.08480805,0.36169199,0.426304882,-0.064612892
1/2/15,103.76,104.2,102.44,102.94,31314599,103.69778,103.8336744,103.7537709,102.5703034,100.3781272,4.088431099,9.429373335,46.50800722,0.250275271,0.39109896,-0.140823689
1/5/15,102.49,102.61,101.14,101.43,36521270,102.9418533,103.3966427,103.5324594,102.5255856,100.3989564,0.758297972,7.199792402,39.68205765,0.039674989,0.320814166,-0.281139177
1/6/15,101.58,101.75,99.62,100.07,66205451,101.9845689,102.7917986,103.2027014,102.4292882,100.3924424,-3.068462697,5.128374502,34.73697071,-0.234267397,0.209797853,-0.44406525
1/7/15,100.73,101.6,100.485,101.36,37577361,101.7763792,102.5314716,103.027206,102.3873553,100.411602,-5.219176712,3.210773965,42.10657962,-0.343318925,0.099174497,-0.442493423
1/8/15,102.22,103.5,102.111,103.3,40212640,102.2842528,102.671204,103.0531864,102.4231453,100.468798,-4.617368847,1.771541413,51.05736708,-0.270087856,0.025322027,-0.295409883
1/9/15,103.62,103.65,102.02,102.62,41410071,102.3961686,102.6618942,103.0119305,102.4308651,100.511396,-5.226962801,0.489648389,48.24191316,-0.263880177,-0.032518414,-0.231361763
1/12/15,102.82,102.93,101.285,101.55,34129751,102.1141124,102.4597316,102.8726991,102.3963213,100.5319624,-8.40875478,-0.886199941,44.1192515,-0.341365554,-0.094287842,-0.247077712
1/13/15,102.54,103.62,100.7,101.52,56162334,101.9160749,102.2888713,102.7438706,102.3619558,100.5515275,-11.31439574,-2.447003825,44.00570225,-0.400576427,-0.155545559,-0.245030868
1/14/15,100.5,101.4829,100.07,100.96,51354217,101.5973833,102.0472584,102.5739781,102.3069771,100.5596161,-14.3495832,-4.304795635,41.84094553,-0.487074104,-0.221851268,-0.265222836
1/15/15,101.43,101.59,99.525,99.65,51005416,100.9482555,101.6113932,102.295504,102.202782,100.5416039,-17.11168789,-6.44696636,37.22743791,-0.653793661,-0.308239747,-0.345553915
1/16/15,99.52,100.95,99.36,100.82,35362210,100.9055037,101.4675035,102.1549798,102.1485552,100.5471167,-19.29860571,-8.78567004,43.24641012,-0.683630424,-0.383317882,-0.300312542
1/20/15,101.43,101.88,100.29,101.62,30964056,101.1436691,101.4952302,102.1040294,102.1278276,100.5683619,-20.45949449,-10.90744929,46.98928214,-0.635398481,-0.433734002,-0.201664479
1/21/15,101.32,102.619,100.9648,102.14,40128772,101.4757794,101.612461,102.1074552,102.1283049,100.5994835,-20.37176464,-12.63777948,49.32851426,-0.548887431,-0.456764688,-0.092122744
1/22/15,102.54,104.14,101.64,104.03,40887168,102.3271863,102.0520136,102.2905547,102.2028812,100.6674145,-19.46412608,-14.06227442,56.79163708,-0.324083761,-0.430228502,0.106144741
1/23/15,104.02,104.58,103.72,104.26,34782992,102.9714575,102.4534657,102.4781209,102.2835525,100.7385548,-19.52944831,-15.55348237,57.60986162,-0.125914689,-0.36936574,0.243451051
1/26/15,104.14,104.33,103.61,104.14,19960870,103.3609717,102.7601083,102.6363951,102.3563544,100.8059101,-18.58929201,-16.88971529,57.00334442,0.021208256,-0.291250941,0.312459197
1/27/15,102.5,102.56,101.1,101.44,45253205,102.7206478,102.5200886,102.5224527,102.3204189,100.8184664,-18.27219344,-17.87605915,45.41730828,-0.079150785,-0.248830909,0.169680125
1/28/15,103.07,103.18,100.9,100.92,43591675,102.1204319,102.2291634,102.3698382,102.2655005,100.8204769,-17.65502724,-18.5101223,43.58014614,-0.198359141,-0.238736556,0.040377415
1/29/15,100.84,102.0779,99.96,101.89,46539734,102.0436212,102.1674973,102.3241393,102.250775,100.8416556,-16.23297722,-18.6984617,47.82029216,-0.212116581,-0.233412561,0.02129598
1/30/15,101.8,102.58,100.96,101.1,42927638,101.7290808,101.9734069,102.2075546,102.2056466,100.8467713,-15.16499112,-18.50379203,44.86310875,-0.283497862,-0.243429621,-0.040068241
2/2/15,101.33,102.07,99.75,101.98,43624654,101.8127206,101.9746056,102.1858827,102.1967977,100.8692115,-13.68056735,-17.94198819,48.67087403,-0.265993192,-0.247942335,-0.018050857
2/3/15,102.35,103.03,101.68,102.96,30750360,102.195147,102.1537683,102.2596082,102.2267272,100.9106133,-10.75588679,-16.97162742,52.59697978,-0.171070807,-0.232568029,0.061497223
2/4/15,102.54,103.55,102.31,102.87,34073211,102.420098,102.2839922,102.3177407,102.2519536,100.949413,-7.851718662,-15.71962282,52.20207985,-0.101931379,-0.206440699,0.10450932
2/5/15,103.13,103.83,102.87,103.76,23605516,102.866732,102.5523573,102.4550988,102.3110927,101.0050682,-5.892243652,-14.36243458,55.74091893,0.02439645,-0.16027327,0.184669719
2/6/15,103.92,104.17,102.76,103.13,34169256,102.954488,102.6573832,102.5193751,102.3432067,101.047146,-4.516841221,-12.86117387,52.7629763,0.072836812,-0.113651253,0.186488065
2/9/15,102.73,103.285,102.55,102.8,22604655,102.902992,102.6833135,102.5461013,102.3611201,101.081856,-3.755266871,-11.37777136,51.21937702,0.083633828,-0.074194237,0.157828065
2/10/15,103.37,104.54,103.21,104.4,23686531,103.4019947,102.9954383,102.722663,102.4410762,101.1475618,-0.250783613,-9.575630373,57.68345014,0.218775264,-0.015600337,0.2343756
2/11/15,104.52,105.02,104.32,104.78,20303617,103.8613298,103.3199041,102.9185999,102.5327987,101.2194913,3.431367276,-7.466990922,59.07065935,0.352475531,0.058014837,0.294460694
2/12/15,105.46,106.04,105.3,106,22520295,104.5742199,103.8071943,103.2120666,102.6687674,101.3141549,6.795588773,-5.164134323,63.2374205,0.550531574,0.156518184,0.39401339
2/13/15,106.3,106.93,106.101,106.91,29030249,105.3528132,104.3713408,103.5642507,102.8350902,101.4249637,12.09251749,-2.438383461,66.01648366,0.772022417,0.279619031,0.492403386
2/17/15,106.91,107.08,106.6432,107.01,17675344,105.9052088,104.851097,103.8924173,102.9988122,101.5355584,16.10837306,0.540510579,66.31780928,0.94473436,0.412642097,0.532092263
2/18/15,106.88,107.2199,106.74,107.16,15149619,106.3234725,105.2708975,104.2036157,103.161996,101.6469335,20.53022699,3.669121956,66.7934375,1.081249593,0.546363596,0.534885997
2/19/15,107.09,107.76,107.06,107.69,19828113,106.7789817,105.7107343,104.5356523,103.3395648,101.7665982,25.27882072,6.982175895,68.48672282,1.218163243,0.680723525,0.537439717
2/20/15,107.62,108.47,107.28,108.41,28336710,107.3226545,106.2015099,104.9046378,103.5384054,101.8981507,28.81211007,10.45261127,70.67445251,1.368985466,0.818375913,0.550609553
2/23/15,108.35,108.55,108.11,108.52,17867968,107.7217696,106.6230536,105.248958,103.7337621,102.0292764,32.53650085,14.15794547,71.00562837,1.480324981,0.950765727,0.529559254
2/24/15,108.38,108.73,108.05,108.6,19745011,108.0145131,106.9824984,105.5681048,103.9245949,102.1593898,36.87388011,18.22086017,71.2598332,1.55706876,1.072026334,0.485042427
2/25/15,108.44,108.86,108.09,108.33,19472341,108.1196754,107.2274987,105.8311425,104.0973559,102.2815801,40.76059364,22.3219979,69.05918798,1.577912818,1.173203631,0.404709188
2/26/15,108.44,108.94,108.135,108.88,22255476,108.3731169,107.5279535,106.1215099,104.2849106,102.4122419,45.12774494,26.49163566,71.02233247,1.620136364,1.262590177,0.357546187
2/27/15,108.84,108.91,108.23,108.4,27757584,108.382078,107.6865074,106.3385089,104.4462866,102.5308113,48.05979377,30.61805616,67.02543132,1.596463799,1.329364902,0.267098898
3/2/15,108.61,109.42,108.59,109.38,22988645,108.7147186,107.9944151,106.6281747,104.6397656,102.6664388,51.57133705,34.56593812,70.65631734,1.637900236,1.391071969,0.246828268
3/3/15,109.05,109.16,108.18,108.87,20788924,108.7664791,108.1536124,106.8416819,104.8056571,102.7892816,54.57935921,38.41303673,66.54948499,1.611015391,1.435060653,0.175954738
3/4/15,108.51,108.67,107.86,108.45,21007420,108.6609861,108.207501,106.9948551,104.9485725,102.9013751,55.85883777,41.94589781,63.28710172,1.538088343,1.455666191,0.082422152
3/5/15,108.73,108.965,108.19,108.64,15381039,108.6539907,108.2861372,107.1515355,105.0933344,103.0150112,56.68417522,45.08643326,64.14344489,1.478580389,1.460249031,0.018331358
3/6/15,108.5,108.71,107.14,107.41,30990366,108.2393271,108.1268395,107.1761512,105.184184,103.1020407,55.35920108,47.74114236,55.17161449,1.316987771,1.431596779,-0.114609008
3/9/15,107.63,107.9857,107.19,107.72,26237101,108.0662181,108.0528687,107.2279463,105.2836278,103.1934854,53.49563124,49.8370554,56.81122585,1.200104806,1.385298384,-0.185193579
3/10/15,106.95,106.98,105.72,105.72,34234496,107.2841454,107.6287108,107.0843324,105.3007404,103.2435154,50.04442167,51.15410956,45.29963157,0.935309265,1.29530056,-0.359991295
3/11/15,105.875,106.01,105.07,105.11,25459733,106.5594303,107.1707634,106.8963007,105.2932604,103.2804755,45.56969751,51.63501995,42.47281955,0.668528607,1.16994617,-0.501417562
3/12/15,105.03,105.92,104.96,105.8,21473171,106.3062868,106.9215337,106.7918911,105.3131325,103.3303671,40.56075005,51.17832046,46.53688295,0.506936598,1.037344255,-0.530407657
3/13/15,105.7,106.12,104.68,105.34,42021103,105.9841912,106.6339821,106.6536158,105.3141862,103.3701618,35.53590113,49.92593119,44.29046259,0.33786096,0.897447596,-0.559586636
3/16/15,105.73,106.74,105.62,106.7,25674085,106.2227942,106.6459853,106.6580333,105.3685318,103.4360992,31.12601639,47.88139913,51.71207159,0.310034054,0.779964888,-0.469930834
3/17/15,106.405,107.04,106.16,106.87,19603813,106.4385294,106.6867153,106.6782206,105.4274129,103.5040972,26.92757361,45.11622057,52.5627833,0.298260448,0.683624,-0.385363552
3/18/15,106.58,108.41,106.03,107.92,40622188,106.932353,106.9109489,106.7964853,105.5251614,103.5915408,24.02411887,41.93274868,57.53858807,0.369397817,0.620778763,-0.251380946
3/19/15,108.03,108.38,107.87,108.08,31314035,107.314902,107.1235036,106.9187248,105.6253512,103.6804212,20.84385368,38.34871652,58.25711323,0.433686095,0.58336023,-0.149674135
3/20/15,108.72,109.07,108.51,108.53,31761404,107.7199346,107.3792302,107.0721796,105.739259,103.7764525,19.03697547,34.71649396,60.2922787,0.515009547,0.569690093,-0.054680546
3/23/15,108.47,108.77,108.28,108.32,17268507,107.9199564,107.5502793,107.1910196,105.8404645,103.8664237,16.16876384,30.98380722,58.85030471,0.556103312,0.566972737,-0.010869425
3/24/15,108.31,108.81,107.91,107.93,22445280,107.9233043,107.6193194,107.2613987,105.9224071,103.9468906,14.87572509,27.46693756,56.16383186,0.55085081,0.563748351,-0.012897541
3/25/15,108.1,108.2,105.42,105.46,41581435,107.1022029,107.2267159,107.0898369,105.9042735,103.9768531,12.51710146,24.16167796,42.82897285,0.343421063,0.519682894,-0.176261831
3/26/15,104.59,105.7,104.24,105.1,47846276,106.4348019,106.8400403,106.9003287,105.8727333,103.9990937,9.484002232,21.05400318,41.29021913,0.148273301,0.445400975,-0.297127675
3/27/15,105.08,105.77,104.92,105.52,33878385,106.1298679,106.6000329,106.7688688,105.8589007,104.0292106,8.400396484,18.34045271,43.82592491,0.027194304,0.361759641,-0.334565337
3/30/15,106.16,106.82,106.16,106.73,30570196,106.329912,106.6236633,106.765167,105.8930614,104.0826916,7.202077148,15.94805879,50.46383743,0.028546152,0.295116943,-0.266570791
3/31/15,106.43,106.65,105.57,105.6,30488101,106.086608,106.4375427,106.6541987,105.8815688,104.1127373,5.945066795,13.84980811,45.10359414,-0.060862471,0.22392106,-0.284783531
4/1/15,105.6,105.62,104.37,105.05,32970452,105.741072,106.1852622,106.5014179,105.8489583,104.131297,3.149140525,11.76231027,42.72481901,-0.174093016,0.144318245,-0.318411261
4/2/15,105.15,105.46,104.78,105.12,19164241,105.534048,105.9915782,106.3698543,105.8203717,104.1508752,-0.061305597,9.671794345,43.13587468,-0.255238394,0.064406917,-0.319645311
4/6/15,104.5,106.27,104.34,105.98,24451142,105.6826987,105.9894731,106.3327253,105.8266316,104.1870955,-2.236287756,7.544468022,48.06717247,-0.247301144,0.002065305,-0.249366449
4/7/15,105.92,106.7,105.8,105.8,19379381,105.7217991,105.9550234,106.2819896,105.8255872,104.2190342,-5.124411777,5.41515046,47.14561399,-0.252623229,-0.048872402,-0.203750827
4/8/15,105.84,106.79,105.83,106.64,25866907,106.0278661,106.0795646,106.3160858,105.857525,104.2669742,-6.637145486,3.263863403,51.79072784,-0.18690551,-0.076479023,-0.110426486
4/9/15,106.59,107.35,106.23,107.31,23114727,106.455244,106.3032801,106.4107443,105.9144848,104.3272321,-6.169681131,1.395185144,55.17464171,-0.079839997,-0.077151218,-0.002688779
4/10/15,107.27,107.76,107.03,107.75,17164343,106.8868294,106.5663201,106.5382924,105.9864658,104.3950097,-5.293635508,-0.08257863,57.29463144,0.040052812,-0.053710412,0.093763224
4/13/15,107.83,108.38,107.36,107.48,17783465,107.0845529,106.7324437,106.6279789,106.0450357,104.4560986,-5.012273734,-1.423845652,55.5582144,0.11199102,-0.020570126,0.132561146
4/14/15,107.37,107.68,106.56,107.17,23755747,107.1130353,106.8119994,106.6795999,106.089152,104.5098392,-6.024203617,-2.746473728,53.55146084,0.142347269,0.012013353,0.130333916
4/15/15,107.45,108.07,107.321,107.84,21128576,107.3553568,106.9989086,106.7901142,106.1578127,104.575783,-6.096882281,-3.950668636,57.15358016,0.217955757,0.053201834,0.164753923
4/16/15,107.55,107.88,107.4,107.69,16195279,107.4669046,107.1245616,106.8758176,106.2178985,104.6374507,-4.726349724,-4.738217661,56.10455644,0.262743538,0.095110175,0.167633363
4/17/15,106.66,106.95,105.55,106.01,46513964,106.9812697,106.921914,106.7933588,106.2097456,104.6646299,-4.395654925,-5.171652594,45.93526296,0.160822358,0.108252611,0.052569746
4/20/15,106.54,107.79,106.5,107.6,28945909,107.1875131,107.0452024,106.8701818,106.2642654,104.722756,-3.424852689,-5.290509087,54.36580614,0.205974455,0.12779698,0.078177474
4/21/15,108.22,108.41,107.93,108.06,22759772,107.4783421,107.229711,106.9834978,106.3346863,104.78884,-1.968896591,-4.974957569,56.4801436,0.275697898,0.157377164,0.118320735
4/22/15,108.34,108.83,107.64,108.65,21429190,107.8688947,107.4879454,107.1422123,106.425483,104.8652986,-0.010704668,-4.312313487,59.09778196,0.374248199,0.200751371,0.173496828
4/23/15,108.28,109.55,108.26,109.06,29473221,108.2659298,107.7737735,107.3248587,106.5287973,104.948362,2.77681263,-3.417664111,60.85961137,0.479901589,0.256581414,0.223320174
4/24/15,110.21,110.69,110.03,110.54,32508127,109.0239532,108.2767238,107.6310627,106.6860994,105.0590875,6.706851216,-2.217615438,66.47354387,0.675272175,0.340319566,0.334952609
4/27/15,110.95,111.16,110.02,110.26,31121321,109.4359688,108.6373195,107.8814377,106.8262524,105.1620759,10.36233002,-0.680155063,64.58615038,0.798308707,0.431917395,0.366391312
4/28/15,110.34,110.55,109.11,110.04,36849221,109.6373125,108.8923523,108.087015,106.9522817,105.2586685,13.90411424,1.312676723,63.07087418,0.868057457,0.519145407,0.34891205
4/29/15,109.43,110.07,108.75,109.35,34043905,109.5415417,108.975561,108.2072993,107.0463099,105.3396849,16.25008952,3.547373903,58.43989407,0.857768786,0.586870083,0.270898703
4/30/15,108.73,109.17,107.06,107.63,44080546,108.9043611,108.7309135,108.1523184,107.0691997,105.3850377,16.61009509,5.681018385,48.81749072,0.702724741,0.610041015,0.092683727
5/1/15,108.05,109.12,108.03,109.05,32874307,108.9529074,108.7889292,108.2378119,107.1468781,105.4576112,19.09256215,8.029840092,55.35341436,0.686519581,0.625336728,0.061182853
5/4/15,109.4,109.91,109.17,109.23,23507259,109.0452716,108.8691239,108.332306,107.2285692,105.532312,20.59796843,10.4321222,56.11837129,0.68035862,0.636341106,0.044017514
5/5/15,108.8,109,107.4,107.45,47843265,108.5135144,108.6111014,108.2482769,107.2372527,105.570286,20.99542109,12.72855397,47.4587786,0.52578398,0.614229681,-0.088445701
